cw,Date,INC#,Priority,DC#,Product,Duration(min),PRBNumber,Initial Causation,Final Causation,Causation Code,Sub Category,Customer Count,Comments,Repeat,Repeat INC,Related Tickets,Year,Month,Day,Quarter,Week,Weekday,Month_Name,days_since_incident,age_in_months,last_7_days,last_30_days,last_90_days,last_quarter,last_6_months,last_12_months,last_24_months,last_36_months,last_48_months,last_60_months,Date_parsed,Date_iso
42,2019-10-18,INC0726211,P1,DC08,BIZX,163,PRB0002810,GCS,Infrastructure,Network Failure,Subcategory not specified,488,"BizX:141 minutes,WFA:163 minutes",0,No repeat INC specified,CR473695,2019,10,18,4,42,Friday,October,2230,73.25886990801577,0,0,0,0,0,0,0,0,0,0,2019-10-18,2019-10-18
42,2019-10-18,INC0726300,P2,DC42,"BizX, WFA, JAM, BOOMI",50,PRB not provided,Delivery Management,Cloud Operations,Configuration Issue,Subcategory not specified,1,Incorrect GeoIP Configurations,0,No repeat INC specified,No related tickets,2019,10,18,4,42,Friday,October,2230,73.25886990801577,0,0,0,0,0,0,0,0,0,0,2019-10-18,2019-10-18
43,2019-10-22,INC0718841,P2,DC02,LMS,163,PRB not provided,Third Party Vendor,Vendor Management,Akamai Issue,Subcategory not specified,2,Akamai Issue - Edge Switch,0,No repeat INC specified,Akamai #F-CS-3739913,2019,10,22,4,43,Tuesday,October,2226,73.12746386333771,0,0,0,0,0,0,0,0,0,0,2019-10-22,2019-10-22
43,2019-10-25,INC0733554,P2,DC12,Payroll,167,PRB0002821,GCS,Infrastructure,Outage caused by backup,Subcategory not specified,1,X2T DB crash,0,No repeat INC specified,"BCP #619146/2019, SPC #1107024638",2019,10,25,4,43,Friday,October,2223,73.02890932982918,0,0,0,0,0,0,0,0,0,0,2019-10-25,2019-10-25
43,2019-10-26,INC0734448,P1,DC17,LMS,60,PRB0002822,Delivery Management,Cloud Operations,Caused By Change,Subcategory not specified,70,Retrospective P1 incident for change extension,0,No repeat INC specified,CHG0091725,2019,10,26,4,43,Saturday,October,2222,72.99605781865965,0,0,0,0,0,0,0,0,0,0,2019-10-26,2019-10-26
43,2019-10-26,INC0734452,P1,DC19,LMS,30,PRB0002823,Delivery Management,Cloud Operations,Caused By Change,Subcategory not specified,170,Retrospective P1 incident for change extension,0,No repeat INC specified,CHG0091727,2019,10,26,4,43,Saturday,October,2222,72.99605781865965,0,0,0,0,0,0,0,0,0,0,2019-10-26,2019-10-26
43,2019-10-26,INC0734454,P1,DC08,LMS,15,PRB0002824,Delivery Management,Cloud Operations,Caused By Change,Subcategory not specified,795,Retrospective P1 incident for change extension,0,No repeat INC specified,CHG0091718,2019,10,26,4,43,Saturday,October,2222,72.99605781865965,0,0,0,0,0,0,0,0,0,0,2019-10-26,2019-10-26
43,2019-10-26,INC0734822,P2,DC14,Payroll,268,PRB0002826,GCS,Infrastructure,Duplicate IP issue,Subcategory not specified,1,Duplicate IP issue at the firewall configuration caused by CR480629.,0,No repeat INC specified,"BCP# 661435/2019, SPC #1107048017, CR480629",2019,10,26,4,43,Saturday,October,2222,72.99605781865965,0,0,0,0,0,0,0,0,0,0,2019-10-26,2019-10-26
44,2019-10-30,INC0738185,P1,DC02,BIZX,14,PRB0002827,Database,Database,Blocking Sessions,Subcategory not specified,24,Outage caused due to high number of stuck sessions,0,No repeat INC specified,TBC,2019,10,30,4,44,Wednesday,October,2218,72.8646517739816,0,0,0,0,0,0,0,0,0,0,2019-10-30,2019-10-30
44,2019-10-31,INC0740230,P2,DC08,BIZX,0,PRB not provided,Engineering,Engineering,Expensive SQL queries,Subcategory not specified,23,Outage caused due to customer transactions,0,No repeat INC specified,WFA-20897 / PMU-11577,2019,10,31,4,44,Thursday,October,2217,72.83180026281208,0,0,0,0,0,0,0,0,0,0,2019-10-31,2019-10-31
44,2019-11-01,INC0741211,P2,DC12,EC-Payroll,114,PRB0002829,GCS,Infrastructure,DNS Failure,Subcategory not specified,3,Outage caused due to DNS resolution issue,0,No repeat INC specified,SPC #1107112856,2019,11,1,4,44,Friday,November,2216,72.79894875164257,0,0,0,0,0,0,0,0,0,0,2019-11-01,2019-11-01
45,2019-11-04,INC0742989,P2,DC44,HCM Suite,1094,PRB0002794,GCS,Infrastructure,Network Failure,Subcategory not specified,85,Outage caused due to issue on the ACI border leaf switches.,0,No repeat INC specified,SPC #1107137198,2019,11,4,4,45,Monday,November,2213,72.70039421813404,0,0,0,0,0,0,0,0,0,0,2019-11-04,2019-11-04
45,2019-11-04,INC0743073,P2,DC04,BIZX,132,PRB0002831,Engineering,Engineering,BizX Application issue,Subcategory not specified,0,Sales Demo clone failed due to memory caluclation issues at GetHanaNode procedure,0,No repeat INC specified,TLS-13370,2019,11,4,4,45,Monday,November,2213,72.70039421813404,0,0,0,0,0,0,0,0,0,0,2019-11-04,2019-11-04
45,2019-11-05,INC0743161,P1,DC02,"BizX, LMS",243,PRB0002832,GCS,Infrastructure,Network Failure,Subcategory not specified,0,Outage caused due to connection timeout issue on LB.,0,No repeat INC specified,SPC #1107145803,2019,11,5,4,45,Tuesday,November,2212,72.66754270696451,0,0,0,0,0,0,0,0,0,0,2019-11-05,2019-11-05
45,2019-11-05,INC0743273,P2,DC22,BIZX,22,PRB not provided,Engineering,Engineering,BizX Application issue,Subcategory not specified,34,PLS-8641 HanaExceptionSorter,1,INC0584041,PLS-8641,2019,11,5,4,45,Tuesday,November,2212,72.66754270696451,0,0,0,0,0,0,0,0,0,0,2019-11-05,2019-11-05
45,2019-11-06,INC0744393,P2,DC23,EC-Payroll,18,PRB0002834,Delivery Management,Cloud Operations,Database Issue,Subcategory not specified,1,Outage caused due to Vserver process not running on the DB server,0,No repeat INC specified,No related tickets,2019,11,6,4,45,Wednesday,November,2211,72.634691195795,0,0,0,0,0,0,0,0,0,0,2019-11-06,2019-11-06
46,2019-11-11,INC0749135,P2,DC42,"BizX, API",136,PRB0002838,Third Party Vendor,Vendor Management,Storage Issue,Subcategory not specified,1,VM storage host ss42nas01 was down due to physical h/w failure.,0,No repeat INC specified,"Netapp #2008107620, Microsoft #119111223000259",2019,11,11,4,46,Monday,November,2206,72.47043363994743,0,0,0,0,0,0,0,0,0,0,2019-11-11,2019-11-11
46,2019-11-13,INC0750855,P1,DC04,BIZX,11,PRB0002839,Database,Database,Index Server Crash,Subcategory not specified,43,DB Node BB0 pc04hdbbb002 crashed due to query ITOA Collector,0,No repeat INC specified,BCP #705490/2019,2019,11,13,4,46,Wednesday,November,2204,72.40473061760841,0,0,0,0,0,0,0,0,0,0,2019-11-13,2019-11-13
46,2019-11-16,INC0752781,P1,DC04,JAM,15,PRB0002842,Engineering,Engineering,Long Running Customer Query,Subcategory not specified,1463,Outage caused due to known issue with analyze script,1,INC0493551,"CUB-51673, CUB-52447",2019,11,16,4,46,Saturday,November,2201,72.30617608409986,0,0,0,0,0,0,0,0,0,0,2019-11-16,2019-11-16
47,2019-11-23,INC0758454,P1,DC08,BIZX,116,PRB0002845,Engineering,Engineering,MDF Issue,Subcategory not specified,0,"Pool1 BM7, MDF Object Definition To DB SYNC failed.",0,No repeat INC specified,MDF-33104,2019,11,23,4,47,Saturday,November,2194,72.07621550591327,0,0,0,0,0,0,0,0,0,0,2019-11-23,2019-11-23
47,2019-11-23,INC0758465,P1,DC17,BIZX,45,PRB0002844,Deployment,Deployment,GeoIP Issue,Subcategory not specified,0,"Pool1 BB6, Pool2 BJ3, GeoIP Issue post b1908.p15",0,No repeat INC specified,"CHG0094886, SFRE-22210",2019,11,23,4,47,Saturday,November,2194,72.07621550591327,0,0,0,0,0,0,0,0,0,0,2019-11-23,2019-11-23
47,2019-11-24,INC0759127,P1,DC12,Agency,26,PRB0002846,GCS,Infrastructure,Hypervisor Failure,Subcategory not specified,1269,Hardware (voltage regulator) issue in Hypervisor : BSA3876,0,No repeat INC specified,"INC:SPC #1107365625, PRB: SPC #1107365972",2019,11,24,4,47,Sunday,November,2193,72.04336399474376,0,0,0,0,0,0,0,0,0,0,2019-11-24,2019-11-24
49,2019-12-05,INC0766826,P1,DC40,BIZX,125,PRB0002849,Delivery Management,Cloud Operations,Database Issue,Subcategory not specified,0,Outage caused due to authentication and memory issues on DB,0,No repeat INC specified,No related tickets,2019,12,5,4,49,Thursday,December,2182,71.6819973718791,0,0,0,0,0,0,0,0,0,0,2019-12-05,2019-12-05
49,2019-12-05,INC0766874,P1,DC12,EC-Payroll,306,PRB0002850,GCS,Infrastructure,Hypervisor Failure,Subcategory not specified,12,Outage caused due to Hardware issue on hypervisor bsa1472,0,No repeat INC specified,SPC# 1107469100,2019,12,5,4,49,Thursday,December,2182,71.6819973718791,0,0,0,0,0,0,0,0,0,0,2019-12-05,2019-12-05
49,2019-12-06,INC0767119,P2,DC14,EC-Payroll,32,PRB not provided,Delivery Management,Cloud Operations,Spool issue,Subcategory not specified,1,Outage caused due to spool overflow,1,INC0722586,No related tickets,2019,12,6,4,49,Friday,December,2181,71.6491458607096,0,0,0,0,0,0,0,0,0,0,2019-12-06,2019-12-06
50,2019-12-09,INC0769871,P1,DC12,BIZX,305,PRB0002851,GCS,Infrastructure,Hypervisor Failure,Subcategory not specified,4512,Hypervisor issues (ucs0746 ucs0741 ucs0763 ucs0749 ucs0740 ucs0766) caused packet retransmissions on Storage devices (derot2npchs25-01/02),0,No repeat INC specified,"SPC# 1107505510, API-13367, CISCO TAC #688058939",2019,12,9,4,50,Monday,December,2178,71.55059132720105,0,0,0,0,0,0,0,0,0,0,2019-12-09,2019-12-09
50,2019-12-10,INC0770868,P1,DC12,BizX,0,PRB0002860,GCS,Infrastructure,Hypervisor Failure,Subcategory not specified,1319,Unhealthy hypervisors,0,No repeat INC specified,"SPC 1107513257,  Cisco TAC 688058939,  SPC 1107528535, SPC 1107384850, SPC 1107536722",2019,12,10,4,50,Tuesday,December,2177,71.51773981603154,0,0,0,0,0,0,0,0,0,0,2019-12-10,2019-12-10
50,2019-12-11,INC0776742,P1,DC12,BizX,194,PRB0002860,GCS,Infrastructure,Hypervisor Failure,Subcategory not specified,1412,Unhealthy hypervisors,0,No repeat INC specified,"SPC 1107513257,  Cisco TAC 688058939,  SPC 1107528535, SPC 1107384850, SPC 1107536722",2019,12,11,4,50,Wednesday,December,2176,71.48488830486203,0,0,0,0,0,0,0,0,0,0,2019-12-11,2019-12-11
50,2019-12-13,INC0773855,P1,DC10,WFA,85,PRB0002854,Delivery Management,Cloud Operations,OS Issue,Subcategory not specified,514,Reboot & DB services not performed post the automatic Windows update,0,No repeat INC specified,CHG0095365,2019,12,13,4,50,Friday,December,2174,71.41918528252299,0,0,0,0,0,0,0,0,0,0,2019-12-13,2019-12-13
50,2019-12-14,INC0774271,P1,DC02,LMS,208,PRB0002855,Database,Database,Caused By Change,Subcategory not specified,0,Extension for CHG0095857 - LD8,0,No repeat INC specified,"CHG0095857, HANA #670329/2019",2019,12,14,4,50,Saturday,December,2173,71.38633377135348,0,0,0,0,0,0,0,0,0,0,2019-12-14,2019-12-14
51,2019-12-17,INC0776261,P1,DC02,BizX,213,PRB0002857,Engineering,Engineering,Application Issue,Subcategory not specified,0,MDF exceptions.,0,No repeat INC specified,PLT-75849,2019,12,17,4,51,Tuesday,December,2170,71.28777923784494,0,0,0,0,0,0,0,0,0,0,2019-12-17,2019-12-17
51,2019-12-18,INC0776500,P1,DC14,Payroll,40,PRB0002858,Delivery Management,Cloud Operations,Maxlock exhausation,Subcategory not specified,1,MaxSQLLocks Exhausted,1,INC0645626,No related tickets,2019,12,18,4,51,Wednesday,December,2169,71.25492772667542,0,0,0,0,0,0,0,0,0,0,2019-12-18,2019-12-18
51,2019-12-18,INC0776756,P1,DC04,BizX,22,PRB0002859,Delivery Management,Cloud Operations,Caused By Change,Subcategory not specified,0,Caused by DB cluster migration under CHG0094705,0,No repeat INC specified,CHG0094705,2019,12,18,4,51,Wednesday,December,2169,71.25492772667542,0,0,0,0,0,0,0,0,0,0,2019-12-18,2019-12-18
51,2019-12-18,INC0776859,P1,DC12,BizX,27,PRB0002861,Delivery Management,Engineering,Cache Issue,Subcategory not specified,1216,Incorrect SAML assertions caused PLA-11504,0,No repeat INC specified,PLA-11504,2019,12,18,4,51,Wednesday,December,2169,71.25492772667542,0,0,0,0,0,0,0,0,0,0,2019-12-18,2019-12-18
51,2019-12-18,INC0777159,P2,DC12,BIZX,194,PRB not provided,Delivery Management,Engineering,Application issue,Subcategory not specified,1216,Outage caused due to code issue,0,No repeat INC specified,PLA-11504,2019,12,18,4,51,Wednesday,December,2169,71.25492772667542,0,0,0,0,0,0,0,0,0,0,2019-12-18,2019-12-18
52,2019-12-24,INC0780144,P1,DC04,BizX,11,PRB0002863,GCS,Infrastructure,Power Failure,Subcategory not specified,211,Power failure BA7 node #2 vhbizxhanadbba702 triggered DB failover.,0,No repeat INC specified,SPC# 1107655622,2019,12,24,4,52,Tuesday,December,2163,71.05781865965834,0,0,0,0,0,0,0,0,0,0,2019-12-24,2019-12-24
52,2019-12-27,INC0782052,P1,DC02,LMS,199,PRB not provided,Database,Database,Index Server Crash,Subcategory not specified,0,Outage caused due to known HANA bug,0,No repeat INC specified,BCP 597784/2019 & HANA Bug#597784,2019,12,27,4,52,Friday,December,2160,70.9592641261498,0,0,0,0,0,0,0,0,0,0,2019-12-27,2019-12-27
52,2019-12-28,INC0782311,P1,DC42,ONB,11,PRB0002865,Delivery Management,Vendor Management,Log Unavailable,Subcategory not specified,10,Root cause of the issue is un-identified,0,No repeat INC specified,No related tickets,2019,12,28,4,52,Saturday,December,2159,70.92641261498028,0,0,0,0,0,0,0,0,0,0,2019-12-28,2019-12-28
1,2020-01-04,INC0237279,P2,DC08,API,20,PRB00000,Delivery Management,Cloud Operations,API issue,API Ops,0,Heavy user utilization,0,No repeat INC specified,No related tickets,2020,1,4,1,1,Saturday,January,2152,70.69645203679369,0,0,0,0,0,0,0,0,0,0,2020-01-04,2020-01-04
1,2020-01-05,INC0786375,P1,DC08,WFA,25,PRB0002866,Delivery Management,Vendor Management,Database Unresponsive,Microsoft,289,Failed cluster disk on dc8wfadbclstr01.,0,No repeat INC specified,No related tickets,2020,1,5,1,1,Sunday,January,2151,70.66360052562418,0,0,0,0,0,0,0,0,0,0,2020-01-05,2020-01-05
2,2020-01-07,INC0787444,P1,DC02,WFA,542,PRB not provided,Engineering,Engineering,Security Patch,Analytics Engineering,0,Outage caused due to security patch update,0,No repeat INC specified,WFA-21471,2020,1,7,1,2,Tuesday,January,2149,70.59789750328515,0,0,0,0,0,0,0,0,0,0,2020-01-07,2020-01-07
2,2020-01-08,INC0788153,P1,DC02,LMS,504,PRB not provided,Database,Database,HANA Bug,HANA Dev,0,Outage caused due to known HANA bug,0,No repeat INC specified,HANA Bug#228064,2020,1,8,1,2,Wednesday,January,2148,70.56504599211563,0,0,0,0,0,0,0,0,0,0,2020-01-08,2020-01-08
2,2020-01-11,INC0789789,P1,DC12,EC-Payroll,16,PRB0002872,GCS,Infrastructure,Database Unresponsive,GCID - BIT,1,Outage caused due to high CPU utilization on the DB server,0,No repeat INC specified,SPC#1107791017,2020,1,11,1,2,Saturday,January,2145,70.4664914586071,0,0,0,0,0,0,0,0,0,0,2020-01-11,2020-01-11
2,2020-01-12,INC0790222,P1,DC12,EC-Payroll,15,PRB0002872,GCS,Infrastructure,Database Unresponsive,GCID - BIT,1,Outage caused due to high CPU utilization on the DB server,1,INC0789789,SPC -1107791017,2020,1,12,1,2,Sunday,January,2144,70.43363994743758,0,0,0,0,0,0,0,0,0,0,2020-01-12,2020-01-12
3,2020-01-13,INC0790583,P1,DC12,EC-Payroll,45,PRB0002872,GCS,Infrastructure,Database Unresponsive,GCID - BIT,1,Outage caused due to high CPU utilization on the DB server,1,INC0789789,•	SPC -1107791017,2020,1,13,1,3,Monday,January,2143,70.40078843626806,0,0,0,0,0,0,0,0,0,0,2020-01-13,2020-01-13
3,2020-01-13,INC0790665,P1,DC12,BIZX,269,PRB0002882,GCS,Infrastructure,Hypervisor Failure,GCID - BIT,1262,Outage was caused due to issues with Hypervisors,0,No repeat INC specified,SPC# 1107806314,2020,1,13,1,3,Monday,January,2143,70.40078843626806,0,0,0,0,0,0,0,0,0,0,2020-01-13,2020-01-13
3,2020-01-13,INC0798275,P2,DC12,BIZX,11700,PRB0002882,GCS,Infrastructure,Hypervisor Failure,GCID - BIT,1262,Outage was caused due to issues with Hypervisors,0,No repeat INC specified,SPC# 1107806314,2020,1,13,1,3,Monday,January,2143,70.40078843626806,0,0,0,0,0,0,0,0,0,0,2020-01-13,2020-01-13
3,2020-01-14,INC0791663,P1,DC12,EC-Payroll,19,PRB0002872,GCS,Infrastructure,Database Unresponsive,GCID - BIT,3,Outage caused due to performance issue with hypervisor,1,INC0789789,SPC#1107791017,2020,1,14,1,3,Tuesday,January,2142,70.36793692509855,0,0,0,0,0,0,0,0,0,0,2020-01-14,2020-01-14
3,2020-01-16,INC0793465,P1,CH1,J2W,17,PRB0002877,Delivery Management,Vendor Management,Database Unresponsive,Rackspace,980,Outage caused due to DB node refusing connections from application,0,No repeat INC specified,No related tickets,2020,1,16,1,3,Thursday,January,2140,70.30223390275953,0,0,0,0,0,0,0,0,0,0,2020-01-16,2020-01-16
3,2020-01-18,INC0794453,P1,DC08,WFA,15,PRB0002878,Delivery Management,Vendor Management,Database Unresponsive,Microsoft,289,Outage caused due to Microsoft cluster disk failure,1,INC0786375,MS#120010626000916,2020,1,18,1,3,Saturday,January,2138,70.2365308804205,0,0,0,0,0,0,0,0,0,0,2020-01-18,2020-01-18
5,2020-01-28,INC0800820,P1,DC08,LMS,18,PRB0002884,GCS,Infrastructure,Index Server Crash,GCID - BIT,46,Outage caused due to hardware issue on HANA server,0,No repeat INC specified,SPC 1107944075,2020,1,28,1,5,Tuesday,January,2128,69.90801576872536,0,0,0,0,0,0,0,0,0,0,2020-01-28,2020-01-28
5,2020-01-28,INC0800941,P2,DC04,BIZX,217,PRB not provided,Database,Database,Index Server Crash,HANA Dev,0,Outge caused due to index server crash,0,No repeat INC specified,SPC# 63193/2020 & RCM-74325,2020,1,28,1,5,Tuesday,January,2128,69.90801576872536,0,0,0,0,0,0,0,0,0,0,2020-01-28,2020-01-28
5,2020-01-30,INC0801853,P1,DC14,EC Payroll,140,PRB0002885,GCS,Infrastructure,Hardware Failure,GCID - BIT,7,Outage caused due to hardware issue on hypervisor bsa15241,0,No repeat INC specified,SPC# 1107947076,2020,1,30,1,5,Thursday,January,2126,69.84231274638633,0,0,0,0,0,0,0,0,0,0,2020-01-30,2020-01-30
5,2020-01-31,INC0802426,P1,CH1,J2W,41,PRB0002886,Engineering,Engineering,Caused By Change,RMK Engineering,980,Outage caused due to weekly patch deployment CHG0099879,0,No repeat INC specified,RMK-21016,2020,1,31,1,5,Friday,January,2125,69.80946123521682,0,0,0,0,0,0,0,0,0,0,2020-01-31,2020-01-31
5,2020-01-31,INC0802872,P1,DC14,EC-Payroll,11,PRB0002887,CLoud Operations,Engineering,Database Unresponsive,MaxDB Engineering,1,Outage caused due to DB went offline,0,No repeat INC specified,BCP #6425/2020 & bug #1273824,2020,1,31,1,5,Friday,January,2125,69.80946123521682,0,0,0,0,0,0,0,0,0,0,2020-01-31,2020-01-31
5,2020-01-31,INC0802962,P1,DC02,LMS,21,PRB0002888,Database,Database,Index Server Crash,HANA Dev,141,Outage caused due to index server crash,0,No repeat INC specified,BCP ticket #72441 / 2020 & Bug #238820,2020,1,31,1,5,Friday,January,2125,69.80946123521682,0,0,0,0,0,0,0,0,0,0,2020-01-31,2020-01-31
6,2020-02-03,INC0804456,P1,DC14,EC-Payroll,16,PRB0002889,Delivery Management,Cloud Operations,Database Unresponsive,Payroll Ops,1,Outage caused due to customer triggered job,0,No repeat INC specified,No related tickets,2020,2,3,1,6,Monday,February,2122,69.71090670170828,0,0,0,0,0,0,0,0,0,0,2020-02-03,2020-02-03
6,2020-02-07,INC0806669,P1,DC22,All Modules,53,PRB0002891,GCS,Infrastructure,Caused By Change,GCID - Network,685,Outage caused due to no impact change implemented by GCS NW team,0,No repeat INC specified,CR520858/CHG0100185,2020,2,7,1,6,Friday,February,2118,69.57950065703022,0,0,0,0,0,0,0,0,0,0,2020-02-07,2020-02-07
6,2020-02-08,INC0807083,P1,DC12,All Modules,10,PRB0002892,GCS,Infrastructure,Caused By Change,GCID - Network,1989,Outage caused due to no impact change implemented by GCS NW team,0,No repeat INC specified,CR541075/CHG0100080,2020,2,8,1,6,Saturday,February,2117,69.54664914586071,0,0,0,0,0,0,0,0,0,0,2020-02-08,2020-02-08
6,2020-02-09,INC0807214,P1,DC14,EC-Payroll,12,PRB0002893,GCS,Engineering,Database Unresponsive,MaxDB Engineering,1,Outage caused due to know bug (6425 / 2020) in Max DB,1,INC0802872,BCP #6425/2020 & bug #1273824,2020,2,9,1,6,Sunday,February,2116,69.51379763469119,0,0,0,0,0,0,0,0,0,0,2020-02-09,2020-02-09
7,2020-02-14,INC0810132,P1,DC04,WFA,52,PRB not provided,Delivery Management,Cloud Operations,High Diskspace Utilization,GCID - Backup,0,Outage caused due to space issue,0,No repeat INC specified,SPC#1108101568,2020,2,14,1,7,Friday,February,2111,69.34954007884362,0,0,0,0,0,0,0,0,0,0,2020-02-14,2020-02-14
7,2020-02-14,INC0810605,P1,DC02,LMS,231,PRB0002895,Database,Database,Index Server Crash,HANA Dev,141,Outage caused due to index server crash,1,INC0802962,BCP 72441/2020,2020,2,14,1,7,Friday,February,2111,69.34954007884362,0,0,0,0,0,0,0,0,0,0,2020-02-14,2020-02-14
7,2020-02-15,INC0810707,P1,DC02,BIZX,56,PRB0002896,Deployment,Deployment,Caused By Change,BIZX RE,3,Outage caused due to bi-weekly patch upgrade,0,No repeat INC specified,CHG0100712,2020,2,15,1,7,Saturday,February,2110,69.3166885676741,0,0,0,0,0,0,0,0,0,0,2020-02-15,2020-02-15
7,2020-02-15,INC0810956,P1,DC10,EC-Payroll,55,PRB0002897,GCS,Infrastructure,Hypervisor Failure,GCID - BIT,1,Outage caused due to hypervisor crash,0,No repeat INC specified,SPC #1108114331,2020,2,15,1,7,Saturday,February,2110,69.3166885676741,0,0,0,0,0,0,0,0,0,0,2020-02-15,2020-02-15
9,2020-02-25,INC0815335,P1,DC14,EC-Payroll,43,PRB0002899,Engineering,Engineering,Database Unresponsive,MaxDB Engineering,1,Outage caused due to know bug (6425 / 2020) in Max DB,1,INC0802872,BCP #6425/2020 & bug #1273824,2020,2,25,1,9,Tuesday,February,2100,68.98817345597897,0,0,0,0,0,0,0,0,0,0,2020-02-25,2020-02-25
9,2020-02-25,INC0815535,P2,DC08,HXM Suite,140,PRB not provided,Delivery Management,Cloud Operations,Outage caused by backup,SF Network Ops,1310,Outage caused due to DR backup activitity between legacy and Azure environment,0,No repeat INC specified,No related tickets,2020,2,25,1,9,Tuesday,February,2100,68.98817345597897,0,0,0,0,0,0,0,0,0,0,2020-02-25,2020-02-25
9,2020-02-26,INC0816284,P1,DC18,BIZX,1166,PRB0002902,Database,Database,Save point and Delta Merge,HANA Dev,1,Outage caused due to long running GC,0,No repeat INC specified,BCP #148632/2020,2020,2,26,1,9,Wednesday,February,2099,68.95532194480946,0,0,0,0,0,0,0,0,0,0,2020-02-26,2020-02-26
9,2020-02-28,INC0817220,P1,CH1,J2W,18,PRB0002903,Third Party Vendor,Vendor Management,Caused By Change,Rackspace,973,Outage caused due to maintenance activity performed by Vendor,0,No repeat INC specified,#200228-00303,2020,2,28,1,9,Friday,February,2097,68.88961892247043,0,0,0,0,0,0,0,0,0,0,2020-02-28,2020-02-28
10,2020-03-02,INC0819394,P1,DC12,BizX,28,PRB0002903,Engineering,Engineering,Caused By Change,Platform Engineering,973,SOLR Cluster Issue caused by PTCH-32037,0,No repeat INC specified,PTCH-32099,2020,3,2,1,10,Monday,March,2094,68.79106438896189,0,0,0,0,0,0,0,0,0,0,2020-03-02,2020-03-02
10,2020-03-03,INC0820061,P1,DC41,HXM Suite,35,PRB0002905,Third Party Vendor,Hyperscaler,VM/Host Failure,Microsoft,41,Outage caused due to Azure F5 VMs failure,0,No repeat INC specified,SR #120030322001484,2020,3,3,1,10,Tuesday,March,2093,68.75821287779237,0,0,0,0,0,0,0,0,0,0,2020-03-03,2020-03-03
10,2020-03-03,INC0820163,P1,DC14,EC-Payroll,236,PRB0002907,Delivery Management,Engineering,Dead lock,Payroll Engineering,1,Outage caused due to Dead locks in database,1,INC0645626,No related tickets,2020,3,3,1,10,Tuesday,March,2093,68.75821287779237,0,0,0,0,0,0,0,0,0,0,2020-03-03,2020-03-03
10,2020-03-03,INC0820237,P1,DC42,BIZX & IContent,55,PRB0002906,Third Party Vendor,Hyperscaler,Network Failure,Microsoft,1,Outage caused due to fabric interconnect in Microsoft data center,1,INC0820061,SR #120030324005746,2020,3,3,1,10,Tuesday,March,2093,68.75821287779237,0,0,0,0,0,0,0,0,0,0,2020-03-03,2020-03-03
10,2020-03-03,INC0820258,P1,DC41,BIZX & IContent,99,PRB0002908,Third Party Vendor,Hyperscaler,Network Failure,Microsoft,40,Outage caused due to fabric interconnect in Microsoft data center,1,INC0820061,SR #120030324005746,2020,3,3,1,10,Tuesday,March,2093,68.75821287779237,0,0,0,0,0,0,0,0,0,0,2020-03-03,2020-03-03
10,2020-03-04,INC0820633,P1,DC14,EC-Payroll,27,PRB0002909,Delivery Management,Engineering,Maxlock exhausation,Payroll Engineering,1,Outage caused due to Maxlock exhausation,1,INC0645626,No related tickets,2020,3,4,1,10,Wednesday,March,2092,68.72536136662286,0,0,0,0,0,0,0,0,0,0,2020-03-04,2020-03-04
10,2020-03-05,INC0821738,P1,DC02,Mobile,19,PRB not provided,Delivery Management,Cloud Operations,Connectivity Failure,Mobile Ops,0,Outage caused due to Connectivity failure between app and DB,0,No repeat INC specified,No related tickets,2020,3,5,1,10,Thursday,March,2091,68.69250985545335,0,0,0,0,0,0,0,0,0,0,2020-03-05,2020-03-05
10,2020-03-08,INC0823902,P2,DC41,BizX S2,200,PRB not provided,Delivery Management,Cloud Operations,Configuration Issue,SF Network Ops,1,S2 application was pointing to the public address instead of private address(sftp41-int.dc041.sf.priv/10.169.201.94).,0,No repeat INC specified,No related tickets,2020,3,8,1,10,Sunday,March,2088,68.5939553219448,0,0,0,0,0,0,0,0,0,0,2020-03-08,2020-03-08
10,2020-03-08,INC0824640,P1,DC02,WFA,167,PRB not provided,Delivery Management,Cloud Operations,Human Error,DB Ops,0,Outage caused due to clean up activity as part of SRSD-66441,0,No repeat INC specified,SRSD-66441,2020,3,8,1,10,Sunday,March,2088,68.5939553219448,0,0,0,0,0,0,0,0,0,0,2020-03-08,2020-03-08
11,2020-03-09,INC0824647,P1,DC08,WFA,24,PRB not provided,Delivery Management,Cloud Operations,OS Patch,WFA Ops,0,Outage is suspected to be caused due to windows patching,0,No repeat INC specified,No related tickets,2020,3,9,1,11,Monday,March,2087,68.5611038107753,0,0,0,0,0,0,0,0,0,0,2020-03-09,2020-03-09
11,2020-03-13,INC0827104,P1,DC18,BizX,14,PRB0002912,Delivery Management,Infrastructure,DNS Failure,GCID - BMAAS,1,OS on the primary DNS server (mo-31c6254f0[DC18-DNS01]) rebooted and the DNS service went down.,0,No repeat INC specified,No related tickets,2020,3,13,1,11,Friday,March,2083,68.42969776609723,0,0,0,0,0,0,0,0,0,0,2020-03-13,2020-03-13
11,2020-03-14,INC0827701,P1,DC04,BizX,14,PRB not provided,Deployment,Deployment,Caused By Change,BIZX RE,0,Outage caused by weekly patch activity b1911.p18 CHG0102657,0,No repeat INC specified,CHG0102657,2020,3,14,1,11,Saturday,March,2082,68.39684625492772,0,0,0,0,0,0,0,0,0,0,2020-03-14,2020-03-14
